img_name,Head_x,Head_y,LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,LKnee_x,LKnee_y,Rknee_x,Rknee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,Neck_x,Neck_y,Hip_x,Hip_y
000000.jpg,1486.131418743808,1012.0084214199364,1564.886553297906,1121.1168862381787,1529.9810131360591,1071.4407587131593,1549.4364571822841,1257.4343051248334,1505.3636825892322,1184.926750923501,1519.3379748515101,1366.9411302615051,1481.9842198940637,1281.4109657672134,1528.6307872016519,1335.2532419657516,1521.9513629155044,1297.4592337968622,1337.866940702178,1368.9470554398845,1334.8169792547985,1337.2064721713793,1478.0825849599753,1372.842299678257,1514.9789950548432,1374.8664720222691,1548.1143338183433,1056.1587935450357,1534.7625613999423,1305.6631771033685
000001.jpg,1486.0136112198354,1012.6282432915053,1566.2576226918582,1120.1352501593246,1528.0043077090054,1071.1147143083301,1550.365013180715,1257.3315178654561,1505.0462177747847,1184.330728631943,1522.55688508426,1366.9378830716978,1481.5361391878462,1280.164239920231,1529.22148127224,1334.6695987909718,1517.7490848495204,1294.2100306550906,1337.1642111570263,1369.756181086059,1333.4910162071749,1336.508275055522,1484.7216457411291,1378.5233366028979,1510.5947949739677,1373.4918454093,1548.3410567509654,1055.9553313746924,1535.5512899219705,1305.0823709324704
000002.jpg,1485.539264900312,1012.144933306778,1565.1278514966646,1119.7586594326979,1528.964186338812,1070.5675854417834,1549.2020163249085,1255.7909957770066,1504.7875087265713,1183.2114441561002,1520.1175545736476,1365.5647030512546,1481.5609263964282,1280.2735660570713,1538.6331282774433,1334.8006253977594,1521.162031175629,1296.9479003514043,1337.3716716841316,1371.036327187042,1334.1103324625558,1336.4786781138391,1532.3715675947763,1387.3394004903082,1514.3220559815138,1372.7577239226623,1549.265139770744,1056.0394857504193,1534.2686536390536,1305.1519988915622
000003.jpg,1487.1787343201254,1012.5669186762914,1564.4908326723528,1120.9329331068109,1529.4810121319326,1070.675563726043,1547.8857182066308,1257.0408453273294,1504.8210655906137,1182.970649561052,1520.8266906352526,1364.8637184682257,1481.5473198685715,1279.9023997825734,1530.4025453144504,1336.1545614815702,1515.5991919017797,1293.7652825552393,1338.8616543181054,1370.2254798233932,1335.0560692102163,1336.125367162068,1580.0131966072483,1384.1922672348126,1515.5455488642106,1374.2436700092273,1548.6371876146268,1056.2146842983063,1535.9433865502751,1305.081810037301
000004.jpg,1485.1551931527233,1012.0433040204491,1566.494126362233,1121.3332826145888,1528.5973621972432,1070.5309290060256,1549.1220663037052,1256.9833636916815,1504.7784254646774,1184.1739367657237,1522.3614663627686,1364.150762051032,1479.6673625430378,1279.4825819804541,1528.8048560671261,1334.7150710956173,1522.334671267113,1296.5441841228549,1338.1086273469905,1370.1156425081863,1331.3673455329383,1336.6378453773405,1582.3640559914966,1383.7800891121349,1514.542939930709,1372.1023909821108,1549.7417856590332,1056.5081999989,1535.6534742574047,1305.5457878506575
000005.jpg,1484.8943013075843,1011.6398273035904,1566.1620490378464,1119.954625374292,1528.856388839292,1070.8309954632862,1549.42551161023,1255.7260492811472,1505.1433024424446,1184.0009158928985,1518.1958948148051,1365.5985147363958,1480.3803451713788,1279.1269639513885,1529.443324340139,1335.6371320388641,1516.6151078600094,1293.5160968137257,1337.8944466941516,1369.8732441521208,1332.997999964677,1337.181138182166,1485.485986517114,1372.9294199939677,1509.4046832609463,1375.2684725190566,1548.9493912336204,1056.2902772799175,1535.8349066476733,1306.0453691268767
000006.jpg,1484.5902629415014,1013.5182702848048,1565.91520474513,1119.8582188388182,1531.0700177587603,1070.8573836330718,1549.2602856206813,1256.1375955661183,1505.1833986517518,1184.2628116462918,1521.3286964017195,1365.6885073810588,1480.3394370833923,1279.8835612310565,1539.3833274719943,1334.8974469352909,1516.7760333174256,1294.5916710422257,1336.236063869555,1368.9705376578058,1334.231177867486,1337.213808794689,1481.6175634213832,1373.16403882433,1514.946432833777,1373.505021013283,1549.6797427481395,1054.9398277734642,1535.1957181338287,1305.7678350463486
000007.jpg,1484.7324848027718,1013.1809857877852,1566.076068279504,1119.3289644339454,1529.8901328831262,1070.9205993122494,1548.334247602378,1256.2524955617214,1505.1486655979181,1183.9112127519745,1519.2315841627844,1365.205834574118,1480.2048633838272,1279.694833373863,1529.5614151914158,1335.8918042488203,1521.8727829397242,1297.961129475421,1337.8381234689975,1368.5654356292578,1334.1360664040274,1335.8978152385544,1483.8581591583197,1373.6387711232228,1515.853839437349,1373.4054514990346,1549.7055235297018,1056.056694069008,1535.566771598706,1307.118002318787
000008.jpg,1484.727181756268,1012.617303879117,1565.6485480174154,1121.2138963350897,1530.924038398328,1070.4877662158278,1548.6632446611823,1255.0251726301478,1507.439212533062,1183.5607302004014,1519.5121630534493,1365.882314815222,1480.889022614903,1280.3087012703259,1529.3196627399561,1336.3441863243238,1516.2330271553392,1293.4565666096557,1337.5835054515,1368.7319223137874,1333.036203409883,1337.0977885365112,1478.9674980581865,1374.5428787353694,1510.1627266199994,1376.3654591016275,1548.8339391876384,1056.4738773126903,1536.073574954138,1306.5936944980706
000009.jpg,1485.654539915161,1013.3127094946055,1565.801548193848,1120.5691886791058,1531.4052724595674,1070.830280532841,1548.9638674610442,1256.1873650747482,1505.3287824174492,1183.8758300353957,1519.6007694086159,1364.8284332786313,1480.4949057187478,1279.7490631339679,1529.725139915532,1336.4836409996483,1521.061576112973,1298.1116451643777,1338.627004254845,1370.0016988528553,1333.4274959901336,1336.4780423784769,1480.5594928297899,1373.1446020329158,1518.032326844872,1374.4784415398651,1548.7623344730596,1056.207520836145,1536.262932497788,1306.0354876307642
