img_name,Head_x,Head_y,LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,LKnee_x,LKnee_y,Rknee_x,Rknee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,Neck_x,Neck_y,Hip_x,Hip_y
000000.jpg,942.9091126677407,973.6401609684841,890.2358472780328,1048.0613060143303,861.4425036396901,1095.4156965364816,912.8701932053241,1171.47015069569,876.96582774367,1236.7859332317828,1019.7579663907271,1124.016626095534,988.8046925261317,1198.101341211951,887.7871942077685,1281.4751483174623,875.7333621528447,1322.84404671679,1088.8841552253568,1341.4709045899115,1083.1846897475907,1373.6332671981327,907.2043527698734,1341.8963555242938,862.1063964724694,1374.4211304537898,877.3448006709248,1028.3583461879723,891.3603602837352,1293.7398921099605
000001.jpg,941.9056720173215,974.4008767565981,892.5856130055919,1050.516710897387,861.4417944144941,1096.5213388386594,915.9429187205803,1173.7770213173405,888.7095058698818,1233.4611519918753,1015.7938655998867,1112.6860533225558,990.7347493933062,1175.7169226583717,899.9225636650592,1275.3972121689355,880.4415972722787,1322.2466936045346,1090.7167317557098,1341.7738194377234,1083.559178754151,1375.2788569324978,902.813178763625,1345.7886288187956,854.2150543205535,1369.573728794007,875.9432402905829,1028.375169064448,897.7169170061668,1292.1341966205161
000002.jpg,942.3855551306493,974.3835464937948,891.5486892915841,1047.9162788173273,863.5467840949804,1094.947153546548,924.0697122905419,1174.0287606463326,896.7767851206361,1233.758720252837,1013.7748019055367,1100.209110097676,990.6603975627401,1156.9699978967276,896.6813148622006,1275.9246924815598,873.0800843941752,1326.2419234928195,1090.0117487759294,1341.9758732782293,1083.2817719723053,1374.4166653439493,898.7964404542827,1349.6501831390353,863.6030231162619,1373.229573105745,877.3866141154516,1028.2294124042307,896.791494610175,1293.1432242550566
000003.jpg,941.5127629459745,973.7524436919974,892.6792888217859,1047.9965022077417,863.5748797468292,1094.1363503049915,930.313378433156,1172.841019872415,903.2142332112523,1233.1882931486382,1007.8194584747787,1092.8054751697812,987.1469015567728,1142.9114679972436,888.9587756344155,1281.6199319201232,874.4512016055861,1322.549343081912,1089.8760079197125,1342.6331685651426,1080.4207257169069,1375.9312762707145,901.3922106548305,1345.3848504949897,868.6143104821458,1376.4110136188974,875.383207886891,1027.881749864735,892.4546597191182,1290.5307693563368
000004.jpg,940.6423916904514,974.0236006741733,888.2620307975777,1047.3662211000217,863.611586841867,1094.1145070193234,932.6342187948133,1170.1176294188747,904.491859157571,1231.9223584074969,1000.49933954984,1090.360611598899,982.7170214653662,1128.6900809885658,898.9042908546509,1281.37314326485,874.8852593487363,1322.5127017367977,1090.2985189747637,1344.5897146270233,1083.1793098413818,1375.7933116273366,895.3178072578056,1348.3216226796167,880.213031351902,1378.0385015956836,877.0545176097489,1027.3129887298342,894.7843211591486,1288.5492767494286
000005.jpg,940.3239290424464,975.3811355168464,890.4652152627896,1047.67862870993,862.656414746028,1093.4849408931466,940.4392823141247,1171.4188358806746,912.0707286861253,1222.578472545538,990.5578754500385,1091.9446053012541,981.7526242305514,1116.76036202044,908.412427532003,1279.7440449767819,875.3475020980347,1323.1402013441727,1090.3481481222263,1342.407197159121,1083.055294389406,1374.9055589002169,891.0987983649685,1349.382448385906,868.1448773568278,1378.3815572840515,876.8739951264902,1027.7140788778397,895.8870031082726,1289.4039236661802
000006.jpg,939.8104016759498,975.7552923993487,889.2503643889228,1046.9075109451703,861.7945254759652,1093.0049339063046,943.3855702647127,1172.0366363028895,918.4973834693063,1227.0001204461328,981.8933500648358,1098.260385806905,977.9682501607555,1109.4209467030773,901.4676104755322,1282.584837305284,876.8482452351237,1322.5107748689622,1091.8457768359876,1340.690910830361,1081.0436461465306,1374.4245856356827,893.7639727494051,1353.7125370610338,881.4934508048947,1380.8932087592484,875.5173184598874,1027.770872316954,890.3986100953063,1292.7648127410177
000007.jpg,941.0869130776184,975.5064555027928,891.1771381596976,1048.377261985537,861.4891327966437,1091.6389059299554,944.6049272039204,1170.7631650228304,920.482785999961,1224.3693259021793,979.9966273523746,1093.5084381077886,975.3286038806402,1103.4488479994088,903.0854154800128,1280.9256216442438,872.367338143484,1323.0184243341582,1091.6862201756207,1341.9943091624043,1081.5844747342646,1373.8168120248758,893.2501211320355,1352.7542570716755,883.7589050787655,1377.856398538956,875.963910758819,1028.4413490540394,890.4938975937949,1291.9122116846104
000008.jpg,938.9676177701132,974.8113710616841,888.7063651908302,1048.8423852794017,859.2452355277986,1092.3966339133183,947.4499590870329,1170.4207264109034,922.2899332623938,1224.4679428521815,976.5758770681092,1093.4295990341586,970.1141179471014,1106.4745448055114,898.0711024762794,1279.876896083997,871.6791615102803,1322.7971032832502,1090.4337701286647,1341.9491689631668,1081.61302241425,1375.1692466591294,894.0334630820795,1351.0367772506906,883.0710013444675,1379.4221436747755,877.1451631876851,1028.399980658992,889.7378370027598,1290.7516779944815
000009.jpg,940.0091597335705,975.7570246878335,889.3976761665022,1047.6426366305675,859.3002678287321,1091.1510455457626,947.4270426799515,1170.7435940857285,923.9225960857794,1224.43490347043,974.5666941786875,1092.702216551394,970.6931414606667,1105.1968332614304,898.0311970639201,1280.2094554248945,879.0040309396004,1324.5612192578799,1090.8304268133977,1342.0095744108785,1082.6330947391473,1376.1438144717529,894.8521814310819,1349.6612654468638,857.4178954193868,1383.1290161742859,875.9349470202939,1028.6573328818795,890.563118789692,1291.0453458679212
000010.jpg,941.2961969702587,974.542788586938,885.8312565595973,1047.2669961944368,858.9607887097309,1091.898649777024,949.6999773663919,1169.748367928992,925.3774875509716,1224.8878335844367,973.9191799715479,1090.5008012893875,969.820805714166,1102.3238404916667,898.9177987943613,1280.495248712332,874.6192455749884,1322.6774575148604,1089.8116860700231,1340.7632188943485,1082.4681914958967,1374.4907795827278,894.2082942705284,1352.9237626267666,880.7543943126882,1381.0880512417953,876.4291155147314,1028.4227695481302,890.0750529798825,1290.2009816955135
000011.jpg,939.7732574193698,975.8860189139964,889.541197680116,1047.5398334616161,860.8577740016091,1092.8523862621798,949.979442329869,1168.0772614382925,920.9819539309967,1218.0033582484664,975.2319832989454,1091.7474699388627,972.7981014460269,1102.2278114148826,897.2251159754222,1280.3489891917222,874.4926940808652,1322.3518352033786,1089.6615805345537,1341.1714277801486,1083.738623083653,1375.3288304743132,894.2970947969575,1351.4514676164163,883.1698694603548,1378.7994650436028,875.4975390742536,1028.19141563248,891.0934386038534,1291.6573974328817
000012.jpg,938.846494610699,976.5319760867025,890.0318000837383,1047.4749107335247,861.6776272235801,1093.2061885822425,950.2984955959768,1167.5213166639337,927.7254654247677,1224.1640768036273,971.4841888849802,1097.5134566827328,970.2687894197479,1102.063302971353,891.6151415211297,1281.2433302595055,876.1694740835271,1323.4546773612108,1090.2324285420727,1341.5207058721792,1084.685296631312,1373.0660502698515,893.424258815306,1352.5362518114503,883.6613146226299,1377.7621448384787,875.3657223697306,1027.766741233632,891.0341963510476,1293.6845994833923
000013.jpg,937.8866273451968,975.4190688449858,889.3785229196254,1047.268356858146,860.1653378328996,1091.8579464678269,950.0372748730989,1168.340710517764,926.1947865757442,1223.7250427326944,977.5835683723185,1093.3407686525375,972.7606548268147,1105.097778666602,892.2395064426644,1279.282039915501,878.1515134016641,1324.6125761388125,1090.1891405053059,1342.3021269970343,1080.7185478195745,1374.5612957503618,891.9095168148935,1351.4594365109358,887.0127618197554,1381.9427270927094,874.7472377840061,1027.971942556242,890.4978647559761,1290.788153588404
000014.jpg,939.1697533665226,974.901701700306,890.4930130486919,1048.4488638912126,862.2169656802708,1092.8224511128865,947.8699035334478,1168.6787150642185,923.7646661286982,1225.4763913256088,979.8296757991884,1094.5861678553158,973.9553196240211,1104.5608698024032,899.689506560167,1282.2897988354207,877.7611501962538,1324.9233986430318,1091.5762560012158,1341.807338222864,1082.3048679678968,1375.2457896157423,894.0229285422907,1351.4925049969554,881.2034254604087,1377.4097599381832,874.765568666622,1028.9597059455639,891.305739818972,1291.7853272049895
000015.jpg,938.9392472058197,975.1718479099209,886.534456021319,1047.2806678530787,862.4226982097787,1093.2726778654485,947.7168847475868,1168.5677174887287,922.0775418412646,1228.2625480669676,983.8708846144661,1096.4738138541168,981.7585551880342,1108.22484491871,895.9658345142948,1282.0597161661185,875.1423910971853,1326.1956032445044,1090.5432811736148,1340.9502574930618,1082.007091912907,1377.2594222780956,892.7762910619808,1353.8700623264092,879.0694488690002,1378.44239823859,873.8474074064006,1028.9669438073952,890.3493527836545,1293.6107643197422
