img_name,Head_x,Head_y,LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,LKnee_x,LKnee_y,Rknee_x,Rknee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,Neck_x,Neck_y,Hip_x,Hip_y
000000.jpg,1279.0335204312303,593.6394641366644,1369.814788721873,696.6922469009121,1193.2555356648954,695.1936651683416,1381.4221263920595,855.8782147308426,1169.0571478894797,849.4515260354681,1380.3537908359679,980.1218129551025,1165.1912362473622,982.6286608582913,1326.3180587122313,975.7248664637395,1215.5718376399807,970.733258955123,1302.119923296366,1167.2107031995306,1226.6280978294599,1164.6435577555162,1277.915217418628,1340.0632947802615,1237.043523378874,1340.2981601611536,1284.6130055650003,642.6064157699459,1274.0344837434825,966.0804676660249
000001.jpg,1282.887792340266,594.2126088307441,1369.9515844916143,698.0821564568914,1193.2899201550758,696.0890594903041,1381.757734418389,852.4405017745113,1167.027682489643,843.0457851322017,1381.0282674862774,979.7571743409685,1166.580413875164,979.0877345843307,1329.332388662188,973.7757295277395,1215.2387731432916,972.4582361656196,1301.560480257686,1166.9741831732372,1227.8351876380477,1163.756035880123,1276.3926052906781,1341.9845783424482,1237.9729612220408,1339.2091596178186,1285.1053190714674,643.9424538671948,1274.9962110466304,965.0489689247499
000002.jpg,1283.2440726083184,593.9202682733645,1370.5933353078312,696.4076132062474,1193.6106247373334,695.4213278418961,1382.3039010049504,854.4286959805384,1166.9677366689941,850.6981985805455,1380.1680239288603,979.3001390315256,1167.636026791504,982.061824583513,1326.6733626980515,974.5673047171327,1215.6066352112152,972.1399922587112,1300.5652900200087,1166.1892942890292,1225.0696510403056,1164.4158031671511,1277.3997286246677,1340.6019267065985,1238.5981325294088,1340.4345919217926,1285.6493294618765,642.7363939050122,1274.085640645219,966.3818809422789
000003.jpg,1279.7055333322025,594.4096281575754,1370.6810438680482,698.5371032948769,1195.1226225701143,696.5729062784316,1383.0068731145793,855.2333255598588,1172.9238630660666,851.9915191943327,1381.8104307916853,981.4199107046478,1164.8668062391587,982.5097157455175,1326.8287429634026,975.583740399672,1215.1041133829556,972.7282868956981,1302.5784912871852,1167.565271711013,1224.905234322645,1166.4201627963362,1275.9611706888134,1340.077582338157,1237.7822057699238,1339.3123564884168,1285.2579566610866,643.9244891043044,1275.0369047865609,965.1178515523394
000004.jpg,1282.7104785737363,592.1028935651161,1370.4040586991305,698.1215840410991,1193.648443323236,695.1890994891555,1382.4650892349932,853.6142273289214,1173.5903370322376,851.3845737476983,1380.8278719149328,980.0251140662025,1164.0148056751882,980.5029398823723,1329.6735145814926,974.6858384649661,1215.1973839523394,970.6968531235925,1304.8239214349408,1166.262094511831,1224.385459466681,1167.1872555218984,1277.676665172051,1340.8467705449352,1237.2244667405612,1340.2182451257472,1285.235032030199,643.528395585274,1273.8810364014012,966.7028133226526
000005.jpg,1278.8546157890742,590.1905241299223,1371.1196932515174,698.9356846623746,1195.324795849888,694.7119049790768,1383.11482245366,853.8418805360978,1167.5617597846378,844.6017369037528,1380.7588998701924,980.5540724352799,1165.9376717116527,982.2471337652111,1327.5066448705006,976.3026590026653,1215.3686042824672,970.3437515491458,1301.3290651960165,1167.6084174689936,1225.1383856617388,1165.9329348626757,1277.854446240154,1340.7396285945758,1238.1486675319038,1338.8159972291028,1285.4986494953203,644.5926184677882,1274.113357501653,964.4806751921521
000006.jpg,1278.0808208266492,594.6739509260323,1373.8428678034497,694.447772873109,1199.388905995514,694.5954100739949,1383.6930522922219,851.8642932535099,1166.3599599696997,842.4668133172854,1379.9650030791565,979.5962742176378,1165.229134128093,982.7105362430118,1332.4491905691204,974.6984483542305,1219.1646995908106,968.0646110989696,1301.8314549605152,1167.287449137591,1226.0860172693351,1166.1116637166392,1279.1581289552112,1340.9430551833286,1237.3251540213782,1340.475903519112,1285.763088538739,642.2115997258059,1280.6347984464294,964.3776978471076
000007.jpg,1279.0213213080792,592.8172178152352,1370.6878510839326,697.4959517853746,1193.7883248381077,693.7105184253973,1384.4055099152588,855.2677686503889,1165.3758866787607,842.5743550678404,1379.8264151584456,980.8008041707111,1165.6443505021332,981.7187982542772,1332.5752172422958,975.5468035614487,1215.5075695436249,970.347002436691,1302.541680771591,1168.2492790465426,1225.1705670909805,1165.0187107924367,1277.3376797603917,1339.4294138805496,1238.5362635827212,1338.2538591291893,1285.6090638223252,643.6217446529591,1274.7023003475922,964.1932426464127
000008.jpg,1278.7026121375673,592.868577592096,1370.41822307199,696.8193433825294,1197.0957176640522,694.3678727935223,1381.8201305582038,854.2900593692435,1165.1607293970014,844.029179143989,1379.02336782608,980.7888401081179,1166.520354943672,980.8587710328227,1327.1586224373114,974.2145007662399,1215.4254022011066,970.2455843176324,1301.4158666088167,1166.587905819996,1224.1097717678147,1165.5072659598522,1277.1006034320205,1340.1887355143863,1237.3540940575867,1338.3917708856077,1285.5998204126515,641.7554628717074,1272.6730654701728,965.3040404785984
000009.jpg,1279.4486327671214,591.6210228794449,1370.869711844454,697.7663750552858,1196.5527163630006,693.9856103822809,1380.4625073327973,856.2121488722319,1167.6712581014224,850.5775471634373,1380.9896882348812,980.9954230562454,1164.237955481773,983.134232026941,1327.9081359447366,975.9136118289066,1216.494337616455,974.3344606431642,1301.420930847363,1166.5138383929714,1224.861797035174,1165.7205511917475,1276.652791190669,1338.9628061392884,1237.824389500244,1339.6887122264397,1285.8585758354611,643.8819466790753,1272.3531644513885,965.6942849047545
